restaurant_link,locality,restaurant_name,photos_taken,rating,votes,cuisines,approx_cost_for_2,opening_timings,address,more_info,known_for,most_liked_Food,reviews
https://www.zomato.com/bangalore/motis-kitchen-thippasandra,Indiranagar,Motis Kitchen,51,4.2                                     /5," 697  votes
","South Indian, Kerala, Biryani",350,"['8am', '11pm']","3, 9th Main, Seethappa, Thippasandra, Bangalore","Home Delivery, No Alcohol Available, Indoor Seating, ",,"[4, 'Roasted Beef', 'Biryani', 'Chicken Curry', 'Fish Fry', 'Fish Curry', 'Tea', 'Beef Fry']","[""One of the best Kerala restaurant to order Malabar cuisines. Fish Biriyani is amazing here as well as Malabar chicken biriyani which is a must try!! Fish curry is yummy n king fish fry is fab.. I would suggest this place if anyone wants to have Malabar cuisines and I'll definitely continue to order from here.""]"
https://www.zomato.com/bangalore/sri-udupi-food-hub-domlur-bangalore,Indiranagar,Sri Udupi Food Hub,148,4.0                                     /5," Based on 104 votes
","South Indian, North Indian, Chinese, Beverages",500,"['6:30am', '10:30pm']","PID 72-9-226, 226, 2nd Stage, 2nd Phase, Domlur, Bangalore","Breakfast, Home Delivery, Vegetarian Only, Indoor Seating, All Day Breakfast, ",,"[4, 'Roasted Beef', 'Biryani', 'Chicken Curry', 'Fish Fry', 'Fish Curry', 'Tea', 'Beef Fry']","[""What we ordered :\n1. Pav bhaji : so so, bhaji taste wasn't good.The accompanying cut onions looked stale and old.\n2. Open butter masala Dosa : Tasted delicious with the dollop of fresh butter on top.The topping of grated carrot, chopped coriander we're again not fresh and looked dry n withered.\n3. Coffee : Good""]"
https://www.zomato.com/bangalore/celebreat-1-indiranagar-bangalore,Indiranagar,Celebreat,18,4.1                                     /5," 64  votes
","Biryani, North Indian",500,"['12noon', '2am']","Building 3080, 2nd Floor, Hal 2nd Stage, 6th Main, Double Road, Opposite Esi Quarters, Indiranagar, Bangalore","Home Delivery, ",,"[4, 'Roasted Beef', 'Biryani', 'Chicken Curry', 'Fish Fry', 'Fish Curry', 'Tea', 'Beef Fry']","['So I tried out the place for the first time and had a great experience.\nThe place serves amazing food for great prices.\nThe delivery for my order was very satisfying too.\nI absolutely loved their chicken biryani, amazing flavours, great taste, long grain rice. Even the meat was fresh and tender.\nThe chicken cheese tikka was amazing too, the only problem was with chutney they served. The green chutney was not that fresh, it could have been much better.\nFor dessert I ordered their gajar ka halwa, which was hands down one of the gajar halwas i have tried, it was exactly like my mom makes and made me smile as soon as I had the first bite.\nSo overall it was great experience for me.\nWould definitely order from this place again.', ""Guys please try biryani from this place. I am telling you one of the best biryani in Bengaluru. I came from Hyderabad and searching for good biryani in Bengaluru but can't find one. Somehow got to know about this amazing place. The quantity was good and chicken was tender and smooth. Aroma of rice was almost same as in Hyderabad's biryani.\nHighly recommend. Also tried chicken Kebabs and truly speaking they were full of flavours. Looking for good chicken try celebreat."", ""All of us unanimously agree that Biriyani is bae, don't we ?! This Biriyani from celebreat is one step above that !! Each grain tasting delicious,, the quantity was just right for one person.. The kebabs were simply delicious and left me licking my fingers.. The packaging was neatly done.. I would definitely suggest everyone to try this Biriyani for a wonderful experience\n.\n.\nOverall Rating : 5/5"", 'This is an awesome cloud kitchen where they serve amazing biryanis and desserts.\n\nI had ordered\n\nVeg Biryani: It was amazing and worth the price. The quantity was really good.\n\nPaneer tikka Starter: It was good and you get some 7-8 pieces. A good thing to have with the biryani.\n\nGulab Jamun: It was just too good. One amazing desert to try here. A good dessert after the biryani makes your meal amazing.\n\nOverall a lovely place to order food from.\n\nFood- 4.8/5', ""This new biriyani place in Indiranagar does grab your attention due to its delicious Biriyanis. Got this ordered for a dinner. As a new release, I had Afghani chicken biriyani from them. I must say this was the first time I ever ate a cheesy saucy Biriyani. As biriyanis are normally expected to be spicy, it's something different to try this. So I would recommend it to you all. A unique blend of sweetness in biriyani with succulent chicken pieces was a delight to have. The chicken Tikka along with it was delicious as well. It was well packed & was a good heavy dinner for me. Do try their different flavors of Biriyani."", 'Celebreat is a newly opened cloud kitchen in indiranagar,bangalore.\n\nThis is a place where you get one of the finest biranis. I ordered paneer biryani and paneer pakoda .\n\nPaneer biryani is so tasty. They have used long grain rice, perfect ingredients to make this biryani. No extra masala and nothing.I loved the taste.\n\nComing to paneer pakoda. Biryani cubes are so big and soft and succulent.\n\nThe quantity i ordered is enough for 2 people.\n\nI highly recommend this place to order.\nFollow @pallavi.ganta on instagram for more updates.', 'This is one of the best place to get the finest Biryani in Bangalore.\n\nCelebreat is the newly opened restaurant in the city. It is located near Indiranagar, Bangalore.\n\nI would strongly recommend this place for all the Biryani lovers.\n\nFirst of all, all the items are separated & properly packed.\xa0\n\nI have tried Veg biryani, paneer pakora & gulabjamun.\n\nVeg Biryani --> The biryani was really tasty & yummy. The rice & vegetables were properly cooked. It has a great authentic taste with lot of veggies inside. The quantity was good and properly packed in box.\n\nPaneer pakora --> I really liked the paneer starter. Paneer pakora. It was served with green chutney and capsicum.\xa0\n\nGulab jamun --> yummy & tasty.\n\nMy rating would be 5/5.\n\nGreat taste & good quality.\n\nMust recommend--> Paneer Pakora', 'Recently I tried their Special Veg Biryani and Gajar Halwa. I would say that the experience was really good.\xa0\n\nThe packaging was amazing. The biryani was packed in a cardboard box nicely. The raita and salad too came in little cups. It was handled very well and there wasn’t any spillage or so. \n\nThe biryani had a good amount of veggies and paneer chunks. I loved the taste of biryani. It was cooked very well. I wasn’t expecting much from Gajar Halwa as it’s a biryani place. But it came out as a surprise for me. The Gajar Halwa tasted amazing. The sweetness was just perfect.', 'If you are a biryani person and if you love trying new biryani places, then this place is worth trying.\nFirst of the it comes well packed with zero spillage.\nI have tried Chicken Kabab, it was deep fried, well marinated and tasted good, the chicken chunks were tender, along with it I had Paneer Biryani, it has loads of veggies and decent number of fried paneer chunks, the rice was well cooked, it was not too spicy.']"
https://www.zomato.com/bangalore/mcdonalds-airport-road,Indiranagar,McDonald's,67,3.8                                     /5," 281  votes
","Burger, Fast Food",500,"['9am', '11pm']","8, Ground Floor, Total Mall, Old Airport Road, Bangalore","Breakfast, Home Delivery, Mall Parking, Indoor Seating, ",,"[3, 'Burgers', 'Rice Bowl', 'French Fries']","['', 'I eat as well as order regularly from the McDonald’s kemp fort outlet. In today’s delivery, we got a stale burger bun for American cheese supreme burger as well as fizz free cold drink. This outlet’s food quality has become extremely bad these days. They are downgrading the McDonald’s standards.', '', '', '', 'Good', '', '', 'Visited this outlet with friends .... service is not up to the mark after asking many times one guy came n clean the table ..not a clean at all everywhere just mess', 'I ordered food from here today and my fries were soggy and the burger had almost no condiments. My drink came without a straw, there were no ketchup packets, and overall the meal was really not worth the money. Really, really dissapointed.']"
https://www.zomato.com/bangalore/sree-spicy-hub-jeevan-bhima-nagar,Indiranagar,Sree Spicy Hub,16,3.7                                     /5," 286  votes
","Andhra, Biryani, South Indian",600,"['11:30am', '10:30pm']","M-22, Ground Floor, Jeevan Bhima Nagar, Bangalore","Home Delivery, Indoor Seating, Table Reservation Not Required, ",,"[4, 'Dum Biryani', 'Chicken Boneless Biryani', 'Pepper Chicken', 'Hyderabadi Chicken Biryani', 'Hyderabadi Style Biryani', 'Chicken Kebab']","[""Cheap, affordable tasty briyani. I am regular to this place I have ordered their boneless chicken biryani at least 30 times and then I have tasted Punjabi chicken and also Andhra chicken ,Chicken 65, kabab but quantity and quality is NOT good nowadays.\nI ordered a Punjabi chicken recently and was very disappointed previously they used to put cashew nuts and the curry used to be rich and creamy but in my last order the quantity was less and there was no cashews and the taste was horrible.\nFor Andhra chicken they are giving the boneless chicken biryani's chicken masala which is unfair and previously it used to be good""]"
https://www.zomato.com/bangalore/nizams-biryani-house-airport-road-bangalore,Indiranagar,Nizam's Biryani House,23,3.7                                     /5," 89  votes
","Hyderabadi, Biryani",700,"['11:30am', '11pm']","155/1, Dena Bank Building, Kodihalli, Old Airport Road, Bangalore","Home Delivery, Indoor Seating, ",,"[4, 'Dum Biryani', 'Chicken Boneless Biryani', 'Pepper Chicken', 'Hyderabadi Chicken Biryani', 'Hyderabadi Style Biryani', 'Chicken Kebab']",['We ordered in mutton rogan gosh and tandoori chicken. Therogan josh was terrible. I have uploaded the picture to show you the amount of oil. The mutton was extremely oily and the mutton wasn’t even cooked. This was very disappointing. Tandoori chicken was just alright nothing great.']
https://www.zomato.com/bangalore/charminar-kabab-paradise-frazer-town,Indiranagar,Charminar Kabab Paradise,69,3.9                                     /5," 141  votes
","North Indian, Chinese, Mughlai, Kebab",500,"['11am', '11pm']","40, Mosque Complex, MM Road, Frazer Town, Bangalore","Home Delivery, Indoor Seating, Table booking recommended, ",,"[4, 'Rolls', 'Biryani', 'Chicken Roll', 'Mutton Haleem', 'Chicken Kebab', 'Mutton Seekh Kebab', 'Mutton Seekh Roll']","['this place legit had the meat platter every Bangalorean craves!! just delicious, finger licking, sweat wiping savoury for the entire family. hello cholesterol 🙌🏻🔥👍🏻✌🏻️🔥🔥🔥💖❤️🕺🏻🥳😬🕺🏻🕺🏻🤯🔥❤️']"
https://www.zomato.com/bangalore/biryani-trip-indiranagar-bangalore,Indiranagar,Biryani Trip,20,4.0                                     /5," 154  votes
",Biryani,400,"['12noon', '4am']","14, 2nd Floor, 10th Main Road, Jeevan Bima Nagar, HAL 3rd Stage, Indiranagar, Bangalore","Delivery Only, ",,"[4, 'Raita', 'Chicken Biryani']","['Biryani trip - a place where we get tasty , spicy and delicious biryani .\nHave heard about this place in recent times a lot and Ordered Special Chicken Biryani, with long grain rice & bonless chicken with well cooked and soft chicken and served with coriander on the top. Its worth to order and have this from their menu 😍😍😍', 'I came across this in zomato and ordered from here.\nI ordered Paneer Biryani and one veg biryani.\n\nPackaging was good. Surprisingly, quantity was too good. Easily Sufficient for two people. I liked this feature very much.\n\nPaneer biryani was really good. Loved the taste and the quantity. It came with raita and gravy. Combination was good. But gravy was very spicy.\n\nPaneer biryani food- 5/5\n\nOverall good experience with this place.', 'Ordered from Biryani Trip. I ordered one Paneer Biryani and one veg biryani. It came with raita and gravy. Gravy was very spicy.\n\nBiryani quantity was too good. Sufficient for two people.\n\nPaneer Biryani was really good. Loved the taste and the blend.\n\nOverall good experience with this place.\nI recommend this place.', 'I ordered special chicken biryani through Zomato. Biryani tasted good, they had lot of whole aromatic species and lots of cashews. On top layered with boneless chicken pieces. Quantity was good enough for 1 person.\n                                                jpfoodplanet.blogspot.com']"
https://www.zomato.com/bangalore/chai-days-indiranagar-bangalore,Indiranagar,Chai Days,102,4.5                                     /5," 346  votes
","Cafe, Tea, Beverages, Fast Food",200,"['8am', '2am']","2019, 100 Feet Road, Indiranagar, Bangalore","Breakfast, Home Delivery, Outdoor Seating, Indoor Seating, ",,"[4, 'Tea', 'Banana Walnut Cake', 'Chicken Croissant', 'Saffron Chai', 'Chicken Puff', 'Samosa', 'Veg Puff']","['An amazing small joint which serves one of the best tea of Bangalore. I just love there ambiance and the place where it is located . \n\nthere will be always crowd here. Chai days serve amazing categories of chai...We tried the traditional Masala chai and Ginger tea. Both of them were simply amazing.\n\nWe went here midnight around 1am. roads were empty but this place is totally crowded.\nMust go place for chai..\n\nOverall:\nTaste:4/5\nAmbiance:4/5\nService:4/5', 'So here is the new chai joint into the business after chai point , chai resto and chai central in Bangalore . Located just next to the frozen bottle is the new Chai days . I just love there ambiance and the place where it is located . Coming to the chai i had a Medium size Ginger masala chai , it was really hot and the taste was really better than the rest of the chai store’s in bangalore  so if your looking for a new trending in chai go ahead and this store.', ""This is not the first time I've had their tea but one of many and today, I woke up with a bad hangover and thought of getting myself some punchy tea to start my day with. Checked all the apps and many places to order from yet found everything either too pricey or inappropriate quantity. Finally I stopped on Chai Days as somehow it slipped my mind earlier.\n\nOrdered 500ML Wonder Flask of Ginger Masala tea and boy, they sure delivered it with a punch in it. My system reboot was successful after 2 cups of their finest tea along with my friend who is miles from having a hangover unlike me. To add, saffron tea here is the best as I had a liter of the same delivered last weekend and all enjoyed it.\n\nLoved the package and the cups and what I appreciate most about Chai Days is, they serve the mentioned quantity of tea which is not the case with many other joints. All in all, a great start to my day so thank you Chai Days..""]"
https://www.zomato.com/bangalore/donne-biriyani-house-indiranagar-bangalore,Indiranagar,Donne Biriyani House,28,3.7                                     /5," 629  votes
",Biryani,300,"['11am', '11pm']","8/ 9, 17th F Cross, 2nd Stage, Indiranagar, Bangalore","Home Delivery, Indoor Seating, ",,"[4, 'Pepper Chicken', 'Mutton Biryani', 'Chicken Biryani Combo', 'Jeera Rice']","['So this was my first order from this restaurant, after that I got addicted to their biryani. For 3 days I ordered the same and different biryani.\ni ordered online\n-chilli chicken biryani.\n-pepper chicken biryani.\nboth biryanies was yummy but i like pepper chicken biryani the most.\nbut rayat was not upto the mark.\nquantity was good and packaging also.\n.\nDo follow me on Instagram..\nT.F.C VLOGGER', ""I've tried their Biryanis for sometime now and yesterday had the chicken biryani. Although the taste is slightly better than a few other joints falling in the same price category, the quantity was quite less. At times it is fulfilling but most of the times its not. I wouldn't recommend this to those who expect good amount to be served. It's very reasonable but that quantity is just not satisfying. Their pepper biryani is the best and most of the times, that's what I order and always go for 2 instead of 1 if you're hungry. Worth it!! Diwali compliment was a delight!\n\nOverall, a decent place but not too much on offer here.""]"
https://www.zomato.com/bangalore/glens-bakehouse-indiranagar,Indiranagar,Glen's Bakehouse,6135,4.3                                     /5," 5763  votes
","Bakery, Cafe, Italian, Desserts",600,"['9am', '12midnight']","297, 100 Feet Road, Indiranagar, Bangalore","Home Delivery, Desserts and Bakes, Smoking Area, Table booking recommended, Indoor Seating, Outdoor Seating, ",wide variety of desserts,"[5, 'Coffee', 'Pizza', 'Cupcake', 'Cheesecake', 'Pasta', 'Hot Chocolate', 'Sandwich']","['I always love to go at this place . And why not? When you get so amazing food ambience and service . It worth going again and again .\n\nLast night after having my dinner at one of the restaurant . We went here it was late night and they were about to close . The cold weather have made us crave for the ""Hot Chocolate"" . If haven\'t tried yet do try it .\n\nOn our request they specially made 2 hot chocolates for us . Loved the way how they go extra mile to make the customer happy.\n\nWe also tried donuts . I say it was pretty ok .\nBut you should definitely try their other cuisine like pizzas , pasta\n\nAnd if you haven\'t tried their red velvet cupcakes do try it . It\'s best here', ""Most affordable place in and around Indiranagar, period!\n.\nAmbience: Just when you enter the place, you will witness a lush green atmosphere seatings are arranged outside the cafe(mostly filled) then you can enter their bakery section! Drool your hearts out seeing those lovely cakes n pastries! Then you have seatings inside as well as behind the restaurant!\n.\nWhat we tried:\nPanner goes Mexico Pizza 🍕: Wood-fired thin crust pizza, was too good!\n\nVeg Lasagne: Cheese cheese all over!\n\nBlack currant blast: Just a black currant icecream mixed with some milk (avoid)\n\nCold coffee: worth a try\n\nRed velvet Sunday, walnut brownie: it was too good, you can always choose this if u are in doubt!\n\nSignature cheesecake: Don't know why, it wasn't smooth as it used to be, didn't like it!\n\nOverall: If you are on a budget and want to spend some quality time, this is the place to be"", 'An outstanding joint for breakfast or all day dine option at this corner house on 100 ft road Indiranagar, we had breakfast special non veg all in one combo option which came with sausages, toast, yummy juice omelette, cakes , buns and coffee , we tooksides like mote sausages, coffee and cake. Service was great , nice people around and it was just a perfect Sunday brunch for us - keep it up', ""I've been to the Lavelle road branch and absolutely loved it. Ended up here after looking around for options since Glen's can NEVER be a wrong option. Ofcourse it was worth it. We just ordered Cheesy Garlic bread(it was so delicious I forgot to take a picture!) and Margherita and got one carrot cake to finish it off which was so damn cute! Would definitely recommend it to others."", ""Visited this cozy place located very near to the Indira Nagar metro for some dessert after a heavy meal. The rainbow cake was very tasty and the cold coffee was heavenly with a scoop of chocolate ice cream and whipped cream.\n\nDefinitely revisiting Glen's Bakehouse for some of their pastries and other specialities.\n\nThank you, Team Glen's Bakehouse."", ""Dessert Heaven. Sweet tooth paradise. Date worthy place. Need more reasons? It's one of a kind with hot chocolate that'll melt your heart and cookies that'll take your worries away (atleast for the moment)\nTheir signature coffee is too good to be true. A beautiful place with both indoor and outdoor seating. Don't forget to eat their gem cheesecake. I had the Belgian cheesecake and was blown away. Mindblowing stuff."", 'Right since I visited US and tried the Bagels there which is their staple breakfast, I always wondered if there was a place in Bangalore where I could find bagel and finally found out this place that offers a Cream cheese bagel combo. I was so tempted to try the cream cheese bagel here and ordered the Cream Cheese Bagel with Omelette and Veg Croquettes.\n\nIt took about 10 minutes for the food to come but right since it was on the table, I just looked at the plate till I finished it and enjoyed every little thing on the plate to the core.\n\nI would definitely visit this place again to try the other items on the menu. It has a young crowd and a very lively atmosphere. My only complaint would be the entry and exit of this place which is super congested, better service and it’s a little on the pricier side.', ""I love this place to the core. Always a stop when I'm in Indiranagar and wanted something to satisfy my sweet tooth. The best red velvet cake is served here and the taste havnt changed in years.\n🔸Croissant Cinnamon Roll is really good to try.\n🔸Pick up any combo breakfast to try.\n🔸Red Velvet cake - best in town\n🔸 Margherita Pizza.\n\nLove this place and it always surprise you .Do lookout for the day specials when you visit.\n                                                foodndestinations.com"", 'I visited this cafe last week and it was good. It was bit crowded and busy but even though I liked it.\nI ordered Red Velvet cupcake, Caramel Cheesecake and Chocolate Frappe which was good.\nI had great expectation on Red Velvet cupcake but it was ok as per my opinion.\n\nFood - 4/5\nAmbiance - 4.3/5\nOverall - 4.1/5']"
https://www.zomato.com/bangalore/warmoven-cake-desserts-indiranagar-bangalore,Indiranagar,WarmOven Cake & Desserts,368,4.3                                     /5," 937  votes
","Desserts, Bakery",500,"['8am', '3am']","2470, 2nd Floor, V B Plaza, 16th C Main, 2nd Cross, HAL 2nd Stage, Indiranagar, Bangalore","Delivery Only, Desserts and Bakes, ",,"[4, 'Red Velvet Cheesecake', 'Chocolate Truffle Cake', 'Eggless Cake', 'Chocolate Dreamcake', 'Cupcake', 'Photo Cake', 'Litchi Cake']","['I ordered the Nutella brownie. The brownie had more of a cake texture. Oh and looks nothing like a typical brownie. The taste was nice but not what I expected from brownie. I also ordered the chocolate truffle cake jar and it was amazing!!. Loved the cake jar will definitely order again', 'Craving for desserts? I would say this is the place to be at 💯 We got Chocolate truffle jar cake home delivered and it was simply AMAZING. Perfectly packed, quick delivery and great taste.... Loved this place!! 💯 💯']"
https://www.zomato.com/bangalore/leon-grill-jeevan-bhima-nagar,Indiranagar,Leon Grill,669,4.3                                     /5," 1431  votes
","Burger, Fast Food, Continental",650,"['7am', '11pm']","1671, 9th Main, 4th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore","Breakfast, Home Delivery, Table booking not available, No Alcohol Available, Indoor Seating, Self Service, Wifi, ",,"[5, 'Burgers', 'Peri Peri Chicken', 'Salad', 'Fries', 'Falafel Roll', 'Doner Kebab', 'Jumbo Royale Burger']","['I’ve been visiting the place since it first opened at Jeevan Bhimanagar. I love everything I eat here. Some are healthy and some are worth the love handles. I love all the burgers n salads. Not a big fan of the wraps though. You must try the Doner Chicken with fries and garlic sauce. Or something as simple as the fillet burger. \nWould not really recommend the fried chicken from here, pretty basic.', ""What an amazing and filling breakfast it was. Quick delivery and quite a good quantity of food. Will try their other breakfast options also soon. I didn't like the baked beans but rest was fine.\nI again ordered a veg burger and jalapeno poppers and fries, the burger was yum.\n\nAs usual their stuff is good. I again ordered chicken and falafel wrap. Both were excellent.""]"
https://www.zomato.com/bangalore/snack-house-jeevan-bhima-nagar-bangalore,Indiranagar,Snack House,23,4.2                                     /5," 89  votes
","Fast Food, Momos, Street Food",200,"['2pm', '3am']","14, 2nd Floor, 10th Main Road, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore","Home Delivery, Standing Tables, Indoor Seating, ",,"[4, 'Kurkure Momo', 'Veg Momos', 'French Fries']","['Got snacks ordered from this place. The packing was simple and neat. We tried potato wedges, kurukre french fries, veg and non veg kukure momos, corn and cheese mini samosas, chicken nuggets. These came with mayonnaise and chutney. The potato wedges and chicken nuggets were basic, a little more seasoning on the potato wedges would have been better. The momos and french fries were decent. We found the corn and cheese samosa to be good.\nFood-3\nPacking-4', ""Snacks in the evening are as important any other meal as you need something to bring up your mood after a long day.\n\nCame across snack house which has variety of snacks to some tasty fusions.\n\nLoved their KurKure fried Momo's and KurKure fries along with regular all time favorite potato wedges. Not too heavy but very good snacks.\n\nWe have lot to choose from perfect option for light meal or evening snacks.\n                                                eattravelcapture.wordpress.com"", ""In cool evenings at Bangalore, feels like having snacks which are served hot and delicious. Was checking in zomato app for best snacks place and found this. Reviews were pretty decent and finally ordered from here.\n\nKurkure Chicken Momo's: who can say no to momos that too for a deep fried one. Its yum and outside its so crispy and soft inside. #musttry\n\nPotato Wedges are all time favourite. No one can skip this when its infront of us. 😉\n\nNuggets: chicken nuggets are deep fried and its yummilicious. It tasted yum with that chilli chutney dip. It was spicy and very nicely blended.\n\nKurkure french fries: never tried this combination. The french fries coated eith kurkure crumbs are so yum that i enjoyed till the end.\n\nHighly recommended place for this lovely climate at evenings😍😍😍""]"
